,patient_score,patient_online,educate,articleCount,spaceRepliedCount,totaldiagnosis,openSpaceTime,hot_num,hospitalName,keshi,good_at,introduction,doctor_title,doctor_id,doctorName,disease
0,6,256,教授,15篇,256位,149位,2009-01-21 17:48,3.5,华中科技大学同济医学院附属同济医院,心脏大血管外科,肺癌、气管肿瘤、食管癌、纵隔肿瘤的手术及综合治疗，对微创心胸外科、冠脉搭桥、心肺移植、各种复杂先心病矫治、胸腹部大血管疾病矫治和瓣膜置换及修复等高难度手术具有丰富的临床经验和独到研究。,李军，男，德国医学博士，主任医师，教授，博士生导师，同济医院心脏大血管外科，擅长肺癌、气管肿瘤、食管癌、纵隔肿瘤的手术及综合治疗，对微创心胸外科、冠脉搭桥、心肺移植、各种复杂先心病矫治、胸腹部大血管疾病矫治和瓣膜置换及修复等高难度手术具有丰富的临床经验和独到研究。承担国家和省部级研究课题多项，在各级期刊发表专业论文40余篇。 任湖北省第五批赴四川地震灾区医疗卫生防疫队队长，出色完成灾区医疗卫生防疫重建协调任务，并在灾区极其艰苦的条件下成功开展食管癌根治及胸外伤救治等高难度手术，其有关事迹被中央电视台等各级媒体广泛报道，并受到灾区领导群众及省卫生厅领导一致肯定。,主任医师,24556,李军,gaoxueya
0,2,289,教授,0篇,289位,18位,2014-11-09 10:08,3.4,好大夫工作室,心血管外科,先心病，后天性心脏病,陈文生，男，主任医师，教授，医学博士。1992年毕业于学西安医科大学，获医学硕士学位，1998年获医学博士学位。擅长先心病，后天性心脏病。 熟练掌握各种常见先心病、后天性心脏病及胸心外科急诊的诊断和处理方法，能独立完成部分房室管畸形、法乐氏四联症矫治、瓣膜替换等较复杂的心脏外科手术，先后协助科室完成了心脏移植、Ross手术、心脏不停跳手术、射频迷宫治疗心房纤颤及心脏微创手术等新业务，负责建立科室的同种带瓣血管库应用于临床，效果良好，解决了复杂心脏病患者右心室流出道重建的难题。参与指导博士生3名，硕士生10名的实验及临床带教工作。参与申请并完成国家自然科学基金课题2项，完成西安市科委课题2项，获陕西省科技进步三等奖1项，陕西省教委科技进步三等奖1项。发表学术论文43篇，第一作者22篇。,主任医师,23238,陈文生,gaoxueya
0,0,0,教授,,,,,3.5,江苏省人民医院溧阳分院,胸外科,胸心外科的各种复杂手术，如法四根治术，瓣膜置换，冠状动脉搭桥术等,朱秉智，男，主任医师，教授，原南京医科大学附属第一医院（即江苏省人民医院）胸心外科教授、主任医师，曾任省人民医院胸心外科主任、研究室主任，江苏省及南京市医学会专业委员会委员、秘书、副主委等职务，现为我省医疗事故技术鉴定专家库成员。曾先后到上海、北京、日本、欧洲、北美等地学习交流，参加国外医疗队工作二年。先后指导和帮助省内、外多家医院开展心脏外科手术和普胸外科手术，效果良好，获得患者和同行认可及褒奖。2005年开始扶持我院开展体外循环心脏手术，2008年4月正式受聘我院心胸外科工作，至今已完成各种心脏手术近30。 从事胸心外科专业40余年，一直坚持在临床医疗、教学工作第一线，积累了丰富的专业理论知识和实践经验，擅长于胸心外科疾病的诊断、手术和术后处理。能熟练完成贲门癌、食管癌根治术，肺癌根治术及胸腔、纵隔肿瘤切除术，各种先天性心脏病，如房间隔缺损、室间隔缺损修补术，三联症、四联症根治术，心脏瓣膜置换术，心脏肿瘤切除术等高难度手术，治疗各种胸部外伤、抢救重危病人等。工作认真、严谨，手术准确、娴熟。他常说，医生的天职是拯救病人生命，只有关爱病人、钻研业务、有真本事，并用心去做，才能担此重任。,主任医师,22957,朱秉智,gaoxueya
0,0,31,,0篇,31位,31位,2019-05-27 12:23,3.4,天津市胸科医院,心血管内科,急性心肌梗塞、冠心病、心绞痛、高血压、心源性休克、心肌病、心律失常、心衰等各种心血管疾病,梁春卉，女，主任医师，出生于1957年1月，1982年毕业于天津医学院医疗系。现任胸科医院心内监护病房主诊医师，兼卫生局CCU质控中心秘书。在二十余年的临床工作中，收治并抢救急性心肌梗塞、冠心病、心绞痛、高血压、心源性休克、心肌病、心律失常、心衰等各种心血管疾病及危、急重症、疑难病人上万人次，熟练掌握冠脉造影、PTCA、支架、起搏器、心包穿刺、心肺复苏、电转复、溶栓等各种心血管疾病诊疗技术。现正承担九五国家攻关协作课题《高血压治疗与研究》及《中国急性心肌梗塞临床治疗的研究》协作项目。在高血压病人发病机理、并发症的防治、药物选择及各种新药的应用方面有较深入的研究。在国家及省市级和学术会议上发表论文十余篇，其中部分论文被国外著名期刊收录。,主任医师,45222,梁春卉,gaoxueya
0,0,0,教授,,,,,3.4,十堰市人民医院,心血管内科,心血管疾病的基因治疗、干细胞治疗和缺血再灌注损伤的防治。在本地区率先开展了急性心肌梗死的急诊介入治疗,王家宁，男，副院长、心脏病中心主任、临床医学研究所所长、主任医师、教授、博士后、博士生导师，享受国务院特殊津贴专家、全国优秀科技工作者。1997年从北京医科大学内科学心血管专业博士研究生毕业，获博士学位。2009年12月到美国佐治亚大学生理药理学系做博士后研究。1997年博士毕业后回到湖北医药学院工作至今，筹建了湖北医药学院生命科学研究所和临床医学研究所。一直从事内科学心血管专业临床，教学和科研工作。目前在缺血性疾病的血管生成基因治疗，干细胞治疗和细胞穿透肽介导的抗氧化酶防治缺血再灌注损伤的研究方向作出了突出的贡献。指导硕士生10余名，发表论文100余篇，其中10余篇论文被SCI收录。,主任医师,45201,王家宁,gaoxueya
0,0,32,,0篇,32位,32位,2019-05-28 20:30,3.4,天津市胸科医院,心血管内科,心血管临床常见病、多发病以及疑难病的发病特点及诊治等,缪丽，女，主任医师，毕业于天津医科大学，大学本科。从事心血管内科临床工作30余年，积累了丰富的临床经验，熟练掌握心血管临床常见病、多发病以及疑难病的发病特点及诊断治疗手段。发表学术论文10余篇，完成科研课题3项，获天津市科技进步三等奖2项。,主任医师,45168,缪丽,gaoxueya
0,0,0,,,,,,3.4,天津市环湖医院,内科,心脑血管病、高血压病,魏其达，男，主任医师，1965年毕业于天津医学院，一直从事内科以及心血管内科的临床工作四十余年，对高血压及心血管病有较深造诣。特别死对复杂心脑疾病、心律失常、心里衰竭的治疗有着丰富的临床经验。近十年对心脑血管病进行了深入研究，对心脑血管疾病的规律和特点有了进一步的认识。擅长心脑血管病、高血压病、对疑难心脏病、脑血病、心理衰竭、心律失常以及心脑血管病的诊断与治疗具有丰富的临床经验。,主任医师,44873,魏其达,gaoxueya
0,0,0,,,,,,3.4,广东省人民医院,心外科,心脏病围术期监护、诊断和治疗、对各种手术后监护和并发症的诊断有丰富临床经验,熊卫萍，女，主任医师，硕士，中山医科大学毕业，从事心脏病围术期诊断，监护及治疗20年，对心脏病手术前后诊治有丰富临床经验。专业特长：心脏病围术期监护、诊断和治疗、对各种手术后监护和并发症的诊断有丰富临床经验。,主任医师,40513,熊卫萍,gaoxueya
0,10,147,,0篇,147位,26位,2009-01-21 12:57,3.5,广东省人民医院,心外科,冠状动脉搭桥术、心脏瓣膜手术、心脏移植、心室辅助、心脏肿瘤、成人先天性心脏病等手术治疗,"麦明杰，男，主任医师，曾赴北京阜外心血管病医院及美国RobertWoodJohnson大学医院心血管外科进修学习。从事心血管外科临床医疗工作近20余年,擅长冠状动脉搭桥木(特别是不停跳冠状动脉旁路移植术)、心脏瓣膜手术(瓣膜置换及瓣膜成形术)、心脏移植、心室辅助(人工心脏)、心脏肿瘤、成人先天性心脏病等外科手术疗。多年来主刀及参与心脏手术5000多例；主刀及参与完成心脏移植200余例，参与心肺移植手术2例。 现任社会任职： 广东省胸部疾病学会心肺移植专业委员副主任委员 广东省中西医结合学会心血管病专业委员会常务委员 广东省医师学会器官移植医师分会心肺移植学组成员 科研方面：主要参与的省科委攻关项目:《非体外循环微创冠状动脉旁路移植等新技术的临床应用研究》获2006年广东省科学技术进步奖二等奖，主持省自然基金项目《雷帕霉素促进调节性T细胞产生的分子机制的实验研究》、参与国家科技部（国际合作项目《一种全新的器官保存方法（心脏干燥保存）》；省科技计划项目《液体通气用于体外循环肺保护的临床实验研究》等。",主任医师,40508,麦明杰,gaoxueya
0,0,0,,,,,,3.4,中国科学技术大学附属第一医院,心血管内科,高血压病和临床心血管病的诊断和治疗,陈学奎，男，主任医师，1961年毕业于安徽医科大学，从事临床心血管病专业40余年，擅长高血压病和临床心血管病的诊断和治疗。发表论文20余篇，获多项科技进步奖。享受国务院特殊津贴。,主任医师,39610,陈学奎,gaoxueya
0,0,538,教授,0篇,538位,467位,2016-01-27 14:47,3.4,郑州大学第三附属医院,小儿心内科,小儿心血管疾病如：病毒性心肌炎、川崎病、儿童晕厥、心肌病、心律失常、心力衰竭、先天性心脏病，尤对儿童晕厥的诊断及处理，川崎病、心肌炎的早期诊断及治疗有较深入的研究。,李艳，主任医师，教授，小儿心内科主任、小儿心脏医学中心副主任。研究方向及兼职：小儿心血管专业。中华医学会儿科分会心血管学组委员、中国医师协会儿科分会儿童晕厥专业委员会委员、中华医学会儿科分会心血管学组川崎病协作组及功能性心血管疾病协作组成员，中国临床医学会小儿心电专业委员会委员，河南预防医学会小儿先天性心脏病防治专业委员会副主任委员、河南医学会儿科分会小儿心血管学组委员、省、市医学会医疗事故技术鉴定专家库成员、河南省儿童重症救护网络中心专家组成员、河南医学会肾脏病专科分会委员。 1987年毕业于河南医科大学医疗系，从事临床、教学及科研工作近三十余年，熟练掌握儿科各种疾病的诊断和治疗，尤其擅长小儿心血管疾病如：川崎病、病毒性心肌炎、心肌病、心律失常、心力衰竭、先天性心脏病、儿童晕厥的诊断及处理，对儿童晕厥及川崎病的早期诊断及治疗有较深入的研究，近年发表国家级核心期刊及省级专业论文十余篇，担任《儿科学》教材编委。,主任医师,39437,李艳,gaoxueya
